	LCA_simplified	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_16776	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_16781	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	unclassified
OTU_16782	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_16788	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	unclassified	unclassified
OTU_16790	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500_29_marine_group	unclassified
OTU_16791	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	unclassified
OTU_16807	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	env_OPS_17	unclassified	unclassified
OTU_16820	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_16823	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	unclassified	unclassified
OTU_16850	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified
OTU_16855	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
OTU_16863	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_16872	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_16875	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Candidatus_Microthrix	unclassified	unclassified
OTU_16892	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified
OTU_16893	SM2F11	Bacteria	SM2F11	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_16895	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_16902	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_16905	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	unclassified	unclassified
OTU_16908	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_16917	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified
OTU_16926	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_16932	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	unclassified
OTU_16952	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_16981	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_16985	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	unclassified
OTU_16986	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	unclassified
OTU_16993	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	unclassified
OTU_16994	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Family_Incertae_Sedis	Thiomonas	unclassified
OTU_16999	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified
OTU_17003	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	unclassified	unclassified
OTU_17005	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_17006	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17008	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_17028	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified
OTU_17030	SM2F11	Bacteria	SM2F11	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17032	Chloroflexi	Bacteria	Chloroflexi	Gitt_GS_136	unclassified	unclassified	unclassified	unclassified
OTU_17037	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	unclassified
OTU_17040	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	unclassified	unclassified
OTU_17048	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17070	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_resistens
OTU_17071	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	unclassified
OTU_17111	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella	unclassified
OTU_17115	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	unclassified	unclassified
OTU_17117	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_cytotoxicus_NVH_391_98
OTU_17118	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	unclassified	unclassified
OTU_17121	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	F0723	alpha_proteobacterium_KC_IT_H2	unclassified
OTU_17138	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17149	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_17152	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter_keddieii_DSM_10542
OTU_17154	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	unclassified
OTU_17155	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	unclassified	unclassified
OTU_17158	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus_Odyssella	unclassified	unclassified
OTU_17181	Deinococcus_Thermus	Bacteria	Deinococcus_Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	unclassified
OTU_17182	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Deefgea	unclassified
OTU_17191	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	unclassified
OTU_17194	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_cytotoxicus_NVH_391_98
OTU_17201	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	unclassified
OTU_17223	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	unclassified
OTU_17228	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	unclassified
OTU_17234	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17235	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17255	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17260	Firmicutes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	unclassified
OTU_17264	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Nannocystaceae	Nannocystis
OTU_17265	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_circulans
OTU_17267	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17269	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_17270	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_resistens
OTU_17279	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	F0723	unclassified	unclassified
OTU_17280	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	unclassified
OTU_17284	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17286	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17287	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17288	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174_901_12	unclassified	unclassified
OTU_17290	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	unclassified
OTU_17292	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unclassified	unclassified
OTU_17295	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_17302	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17310	Firmicutes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	Trichococcus_collinsii
OTU_17316	Firmicutes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_sp__Je1
OTU_17317	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	unclassified
OTU_17320	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_17329	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	unclassified
OTU_17330	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI_Incertae_Sedis	Tepidimicrobium	unclassified
OTU_17335	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_17340	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified	unclassified
OTU_17349	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17350	Firmicutes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_sp__Je1
OTU_17354	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17357	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17371	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17374	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_17375	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	unclassified
OTU_17377	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Bryobacter	Acidobacteria_bacterium_IGE_015
OTU_17382	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_17383	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified
OTU_17384	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	DA023	unclassified	unclassified	unclassified
OTU_17387	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	unclassified
OTU_17389	Planctomycetes	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	unclassified	unclassified	unclassified
OTU_17392	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unclassified
OTU_17393	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	unclassified
OTU_17398	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17400	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	unclassified
OTU_17408	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_resistens
OTU_17411	Firmicutes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unclassified
OTU_17412	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	unclassified	unclassified
OTU_17413	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Actibacter	unclassified
OTU_17422	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	unclassified
OTU_17423	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_17425	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_17428	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_17439	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	unclassified	unclassified
OTU_17440	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified
OTU_17442	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_resistens
OTU_17448	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_17451	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17452	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_17454	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	unclassified
OTU_17462	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	unclassified
OTU_17468	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17471	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_17473	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	oca12	unclassified	unclassified	unclassified
OTU_17476	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteriaceae	Solirubrobacter	unclassified
OTU_17478	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_17482	Fusobacteria	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Leptotrichiaceae	Leptotrichia	unclassified
OTU_17485	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	unclassified
OTU_17487	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified
OTU_17489	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_17491	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_17492	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	BCf3_20	unclassified	unclassified
OTU_17495	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
OTU_17503	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	unclassified
OTU_17504	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	unclassified
OTU_17505	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	F0723	unclassified	unclassified
OTU_17507	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	unclassified
OTU_17519	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17522	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_17524	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_17525	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	unclassified	unclassified
OTU_17531	Verrucomicrobia	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	unclassified
OTU_17539	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev_16S_1332	unclassified	unclassified
OTU_17542	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Family_Incertae_Sedis	Nordella	unclassified
OTU_17543	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_17544	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	DA023	unclassified	unclassified	unclassified
OTU_17548	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	unclassified
OTU_17551	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	unclassified
OTU_17559	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Catellibacterium	unclassified
OTU_17564	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17565	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17572	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	FukuN57	unclassified	unclassified
OTU_17585	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_17586	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_17587	SM2F11	Bacteria	SM2F11	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_17589	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Zoogloea	unclassified
OTU_17591	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	unclassified
OTU_17593	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	unclassified	unclassified
OTU_17594	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	unclassified
OTU_17596	TM6	Bacteria	TM6	unclassified	unclassified	unclassified	unclassified	unclassified
