gene,Atha_WT-Col-0_sl_FLT_Rep1_G1S1,Atha_WT-Col-0_sl_FLT_Rep2_G1S2,Atha_WT-Col-0_sl_FLT_Rep3_G1S3,Atha_WT-Col-0_sl_GC_Rep1_G2S1,Atha_WT-Col-0_sl_GC_Rep2_G2S2,Atha_WT-Col-0_sl_GC_Rep3_G2S3,Atha_WT-Col-0_sl_LN2_Rep1_n2-1,Atha_WT-Col-0_sl_LN2_Rep2_n2-2,Atha_WT-Col-0_sl_LN2_Rep3_n2-3,Atha_WT-Col-0_sl_RNAlat_Rep1_rl1,Atha_WT-Col-0_sl_RNAlat_Rep2_rl2,Atha_WT-Col-0_sl_RNAlat_Rep3_rl3
AT2G42440,1,2,7,7,31,14,2,6,5,6,15,13
AT2G42450,221,96,98,152,141,194,70,55,51,37,57,71
AT2G42455,0,0,0,0,0,0,0,0,0,0,0,0
AT2G42460,1,2,5,1,1,1,0,0,0,1,0,0
AT2G42465,2,0,7,4,2,1,1,0,0,0,0,0
AT2G42470,1,0,3,3,0,1,0,0,0,0,0,0
AT2G42475,0,0,3,4,4,3,0,0,0,1,0,3
AT2G42480,2,4,3,5,3,6,1,5,5,5,11,1
AT2G42485,40,35,26,8,43,25,28,24,12,14,15,24
AT2G42490,2697,1923,2041,2393,3208,3252,1304,1437,1268,946,1608,1569
AT2G42500,2307.37,1184,1154,1359,1657,2053,888,825,642,591,835,973
AT2G42510,28,22,39,38,45,42,9,6,10,10,14,21
AT2G42520,469,293,343,261,434,362,127,121,52,156,229,163
AT2G42530,11,13,11,8,21,10,4,0,0,6,11,7
AT2G42540,0,6,10,11,11,3,0,1,1,8,27,7
AT2G42550,0,3,5,8,5,4,1,0,0,1,0,0
AT2G42560,367,54,78,152,113,146,158,69,40,163,98,131
AT2G42570,794,433,552,447,644,773,321,366,270,275,257,337
AT2G42580,1377,725,764,901,916,1075,575,678,422,344,350,481
AT2G42590,1960,1378,1355,1564,2211,2426,839,1085,812,776,896,1065
AT2G42600,3750,1409,1507,918,1641,1422,964,980,670,991,923,1294
AT2G42610,646,520,479,762,576,733,57,191,124,227,314,320
AT2G42620,1106,832,1022,2047,1607,2049,440,529,444,753,919,1152
AT2G42640,79,41,44,86,52,94,48,37,31,46,42,83
AT2G42650,104,49,66,69,112,117,44,31,23,29,46,58
AT2G42660,18,7,8,16,15,30,6,8,4,6,4,10
AT2G42670,193,129,126,117,144,195,48,74,51,51,71,79
AT2G42680,2703,1689,1861,1665,2269,2897,876,818,640,730,1315,1104
AT2G42690,514,228,213,123,258,177,125,131,94,197,232,221
AT2G42700,646,323,352,360,487,531,219,219,179,168,246,269
AT2G42710,611,276,298,214,325,361,157,156,112,150,174,189
AT2G42720,17,13,15,24,18,19,13,6,7,3,5,8
AT2G42725,0,4,4,3,3,1,0,0,0,1,1,1
AT2G42730,16,10,7,13,21,17,4,12,2,6,15,14
AT2G42740,292.49,160.35,170.36,161.48,199.03,258.17,73.31,73,49,71,77.28,99
AT2G42750,418,266,263,482,484,507,156,199,138,165,267,271
AT2G42760,111,120,155,184,254,216,41,141,71,126,232,209
AT2G42770,182,126,132,52,119,79,33,40,24,30,45,54
AT2G42780,718,588,600,693,828,949,210,232,169,227,398,422
AT2G42790,6276,3290,3846,4433,3483,5228,1636,1434,1080,972,1704,1722
AT2G42800,261,154,162,88,151,102,34,62,41,67,61,89
AT2G42810,1396,961,953,1547,1420,2023,547,614,502,509,662,704
AT2G42820,1,6,7,5,14,11,14,21,20,7,24,13
AT2G42830,1,1,3,6,3,2,2,2,1,1,1,3
AT2G42835,0,2,7,15,13,6,0,1,0,9,2,4
AT2G42840,31576,15818,16562,10707,12883,16438,8837,6945,5700,4733,4123,6864
AT2G42850,69,45,72,60,85,46,42,61,24,50,43,105
AT2G42860,2,6,6,7,10,9,1,0,1,2,5,2
AT2G42865,4,0,3,1,5,4,0,2,0,1,3,2
AT2G42870,1260,914,999,2744,1372,2079,379,424,349,291,313,384
AT2G42880,3482,1980,1936,1965,2625,3070,1121,1349,958,803,1099,1405
AT2G42885,11,5,8,6,2,6,1,3,1,1,2,3
AT2G42890,1625,1031,1089,3175,2293,3581,766,955,817,888,1107,1504
AT2G42900,463,295,231,322,364,400,233,268,201,112,109,157
AT2G42910,1007,692,666,513,819,884,406,406,280,307,463,462
AT2G42920,232,116,178,156,202,191,93,71,79,75,117,179
AT2G42930,4,5,5,4,5,4,2,3,4,2,5,3
AT2G42940,57,25,43,48,52,67,15,10,20,25,33,36
AT2G42950,106,46,42,57,72,76,45,51,34,45,60,65
AT2G42955,7,1,1,0,1,7,0,0,0,3,0,2
AT2G42960,702,439,468,336,398,456,149,127,123,139,185,185
AT2G42970,0,0,0,0,0,0,0,0,0,0,0,0
AT2G42975,102,70,83,35,73,65,19,27,13,31,35,59
AT2G42980,35,6,16,22,37,28,13,18,23,18,63,28
AT2G42990,415,253,266,83,205,172,137,158,114,55,78,104
AT2G43000,126,117,79,76,134,129,135,99,340,37,1689,86
AT2G43010,69,78,53,65,114,128,23,52,27,74,53,95
AT2G43020,372,325,332,262,455,407,202,238,181,173,421,340
AT2G43030,7850,7270,7443,4702,5769,6558,1596,1481,1093,1481,1499,1956
AT2G43040,351,221,246,319,341,356,168,201,124,87,111,163
AT2G43050,20065,16833,13494,27020,18500,29592,5764,12416,9065,4972,5210,7925
AT2G43060,986,1260,985,1044,1610,1826,418,905,781,557,1172,889
AT2G43070,1217,700,669,677,793,1088,486,570,402,305,485,539
AT2G43080,464,312,347,444,467,530,237,313,244,164,283,298
AT2G43090,2383,1708,1823,1089,1910,1996,689,572,539,636,964,911
AT2G43100,48,38,91,65,140,110,23,29,14,21,60,46
AT2G43110,252,186,229,127,231,230,90,80,58,63,89,107
AT2G43120,273,164,205,137,259,298,184,186,138,107,516,197
AT2G43130,755,432,414,299,418,554,181,276,184,166,178,271
AT2G43137,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43138,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43139,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43140,827,310,303,845,376,837,105,98,174,34,296,97
AT2G43141,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43150,23849,17699,22536,14642,34534,36351,8990,11431,6070,9338,33721,11639
AT2G43160,8455,5856,6067,10300,9747,12337,3602,3837,3366,3444,6666,4882
AT2G43180,273,161,168,171,244,236,82,78,60,58,99,99
AT2G43190,135,96,90,90,98,129,46,34,32,41,42,65
AT2G43200,223,136,172,149,211,245,70,55,43,90,86,103
AT2G43210,773,333,368,551,546,841,225,300,162,238,309,324
AT2G43220,4,10,18,30,20,30,1,4,1,6,3,6
AT2G43230,14,11,15,15,26,31,17,23,8,4,16,32
AT2G43235,278,190,243,118,193,189,97,51,54,69,120,126
AT2G43240,284,180,170,89,189,166,142,137,79,76,103,156
AT2G43250,164,102,121,208,201,224,63,99,69,60,116,136
AT2G43255,0,2,1,2,0,2,0,0,0,1,1,1
AT2G43260,155,144,120,140,168,170,54,78,65,64,97,89
AT2G43261,1,0,0,0,0,0,0,0,0,0,0,0
AT2G43270,3,4,5,7,8,1,0,1,0,2,3,3
AT2G43280,166,86,82,45,99,118,30,47,32,51,65,73
AT2G43290,1010,993,1021,736,1393,1140,768,1179,884,612,850,1034
AT2G43300,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43310,44,32,42,27,40,48,21,10,15,13,25,21
AT2G43320,474,365,397,318,503,476,238,221,207,168,409,308
AT2G43330,658,591,528,460,547,580,205,238,174,176,221,416
AT2G43340,556,617,549,243,434,381,197,239,186,143,144,318
AT2G43350,734,621,589,523,765,900,230,326,218,235,332,324
AT2G43360,801,412,440,216,525,508,221,320,189,188,210,287
AT2G43370,125,75,71,104,130,149,34,20,24,47,47,65
AT2G43375,93.07,91.89,105.63,55,92.08,88.41,41.23,38.14,20.56,37.92,51.65,55.37
AT2G43386,0,1,3,3,1,0,0,0,0,1,0,0
AT2G43390,0,1,5,5,6,8,4,4,8,4,28,4
AT2G43400,402,301,288,505,686,732,264,288,271,255,526,376
AT2G43410,1684,1044,1147,1350,1631,1753,909,674,540,672,1080,1058
AT2G43420,694,453,524,666,674,897,277,341,220,243,374,389
AT2G43430,713,535,450,835,583,1067,280,299,224,245,275,361
AT2G43440,4,0,17,8,13,4,0,1,1,1,6,1
AT2G43445,192,94,99,56,86,96,32,50,35,43,39,55
AT2G43450,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43460,2340,1256,1251,640,1427,1691,538,555,421,419,628,635
AT2G43465,38,20,16,18,16,35,13,11,9,13,19,20
AT2G43470,3,0,9,0,8,7,11,16,4,11,11,19
AT2G43480,16,12,6,11,25,26,15,11,2,5,6,6
AT2G43490,637,224,247,300,394,437,232,224,187,138,290,234
AT2G43500,333,159,184,189,178,206,140,79,66,93,191,191
AT2G43510,540,272,354,483,726,718,407,357,215,295,940,306
AT2G43520,20,23,30,18,32,27,15,6,14,6,18,8
AT2G43530,16,5,9,1,11,4,2,7,3,5,6,7
AT2G43535,750,1315,1072,824,2101,2080,861,1835,927,971,615,1499
AT2G43540,288,235,271,288,302,377,60,80,75,118,138,124
AT2G43550,14,4,7,3,2,7,5,9,6,8,9,4
AT2G43560,327,421,433,98,364,285,140,105,86,69,79,122
AT2G43570,39,67,127,133,251,250,71,111,284,93,1251,77
AT2G43580,1,4,5,5,7,4,2,4,0,4,7,3
AT2G43590,711,2913,2433,1085,7181,4384,1210,1698,2834,1630,6680,1704
AT2G43600,1,2,4,1,7,4,0,0,0,0,0,1
AT2G43610,315,202,444,943,1950,1890,249,358,411,340,914,367
AT2G43620,78,25,36,31,41,40,19,51,170,21,459,18
AT2G43630,914,484,520,559,524,714,236,176,175,177,259,303
AT2G43640,285,174,196,174,193,278,77,87,46,68,91,79
AT2G43650,773,378,429,479,585,705,309,211,168,248,363,365
AT2G43660,1,2,1,0,1,2,1,0,1,1,0,0
AT2G43670,2,2,0,5,7,4,5,5,3,3,15,8
AT2G43680,6570,6019,6876,12183,11574,14716,2432,2629,2280,4067,5474,5896
AT2G43690,47,30,50,43,63,49,7,16,14,14,26,22
AT2G43700,117,59,89,120,85,149,38,37,19,52,28,58
AT2G43710,3283,3055,3862,1932,2421,2988,713,752,529,724,770,1081
AT2G43720,60,32,18,22,42,50,28,14,9,20,15,28
AT2G43730,0,1,5,2,5,1,0,1,0,1,1,0
AT2G43740,2,1,3,5,4,3,0,0,0,0,1,1
AT2G43745,16.11,15.89,16.04,11.78,15.36,15.79,4.54,8,7.83,9.09,9.01,9.14
AT2G43750,3873.89,2431.11,2626.96,3061.22,2505.64,3445.21,797.46,811,709.17,713.91,959.99,1107.86
AT2G43760,605,484,488,470,546,671,200,252,201,163,357,255
AT2G43770,631,315,344,418,366,498,217,199,135,203,200,207
AT2G43780,227,113,128,71,134,159,56,67,33,73,82,99
AT2G43790,1713,1234,1212,1597,1751,2347,680,806,687,674,1068,1055
AT2G43795,3,4,0,1,5,2,0,0,1,0,3,5
AT2G43800,411,291,330,214,415,308,59,45,30,155,158,156
AT2G43810,612,313,346,200,334,404,149,147,94,140,224,201
AT2G43820,1389,1203,1454,2139,2031,2441,848,646,446,407,643,623
AT2G43840,191,130,112,150,159,213,50,66,37,58,58,80
AT2G43850,141,97,80,131,135,179,81,94,93,59,104,87
AT2G43860,24,11,21,34,8,43,9,43,30,2,2,4
AT2G43865,8,7,3,16,5,9,4,2,1,2,5,3
AT2G43870,36,21,17,35,44,50,18,25,14,13,16,25
AT2G43880,9,14,9,13,28,26,4,7,3,6,4,9
AT2G43890,35,27,27,32,48,22,22,13,6,13,9,14
AT2G43900,698,311,345,416,426,444,183,116,136,176,207,277
AT2G43910,2104,1412,1527,1438,1645,1885,615,675,629,586,826,727
AT2G43920,7,14,23,8,28,28,9,20,9,34,43,13
AT2G43930,16,41,38,12,52,51,5,3,2,18,6,12
AT2G43940,197,172,148,157,215,255,83,144,94,70,130,136
AT2G43945,763,569,594,324,625,646,221,220,132,157,217,237
AT2G43950,1089,846,974,641,995,976,322,247,234,291,396,427
AT2G43960,1,1,7,9,17,7,0,0,1,1,1,5
AT2G43970,14611,10628,11006,16594,16077,18394,5326,4987,4659,6248,7650,8926
AT2G43980,382,183,171,163,277,324,125,144,95,135,180,172
AT2G43990,76,56,49,38,56,76,31,26,22,28,28,32
AT2G44000,3,3,7,11,26,21,3,11,5,11,16,16
AT2G44010,109,101,131,312,324,495,95,135,171,126,293,154
AT2G44020,205,123,119,150,170,170,54,56,48,61,65,93
AT2G44030,2,5,9,16,19,6,1,0,1,4,5,2
AT2G44040,576,351,377,130,240,293,94,68,46,65,69,94
AT2G44050,1710,974,964,567,863,918,380,367,263,290,401,448
AT2G44060,5073,2729,2714,3130,3292,3596,1637,1760,1329,1303,1696,2115
AT2G44065,968,441,491,606,500,766,278,185,131,197,254,303
AT2G44070,48,23,33,31,8,44,5,1,2,3,55,2
AT2G44080,4263,2980,2923,4388,3324,6111,863,868,924,696,1936,1371
AT2G44090,869,554,525,577,699,719,285,298,227,247,330,462
AT2G44100,4802,2912,3012,4042,4203,5496,2107,2294,1801,1343,2389,2264
AT2G44110,320,188,334,400,599,674,173,242,126,130,145,350
AT2G44120,4673,2524,2801,3003,3012,4147,1197,1001,662,834,998,1218
AT2G44130,717,1154,1006,2755,2140,2505,365,558,356,643,1080,797
AT2G44140,1414,1655,1315,3256,2838,3214,642,928,597,927,1380,1194
AT2G44150,427,310,298,323,407,431,157,173,154,167,156,238
AT2G44160,2833,1773,1638,884,1844,1735,1193,1236,890,692,945,1224
AT2G44175,1,0,0,1,0,0,0,0,0,0,1,0
AT2G44180,477,484,481,432,622,701,238,253,200,185,321,285
AT2G44190,105,40,54,84,99,126,17,22,20,29,28,44
AT2G44195,0,0,5,0,3,6,1,0,1,0,3,0
AT2G44198,0,0,0,0,0,0,0,0,0,0,0,0
AT2G44200,372,204,252,343,397,425,143,141,70,136,290,196
AT2G44210,576,452,484,526,583,794,130,285,218,207,374,292
AT2G44220,0,0,0,6,6,4,0,1,6,8,2,0
AT2G44230,94,99,115,127,257,195,141,234,155,74,159,114
AT2G44240,2,0,2,1,0,0,1,0,0,0,0,0
AT2G44250,0,3,0,1,2,5,0,1,0,1,1,2
AT2G44255,249,164,155,191,222,248,90,83,92,104,130,138
AT2G44260,220,152,146,159,199,219,84,97,91,86,153,144
AT2G44270,327,185,160,197,163,323,80,84,66,75,102,125
AT2G44280,457,344,418,216,254,350,130,113,100,51,120,115
AT2G44290,118,183,230,89,213,195,37,74,38,51,76,39
AT2G44300,305,225,291,184,388,364,76,141,92,157,171,222
AT2G44310,1017,584,599,759,655,851,281,289,196,227,292,425
AT2G44320,0,0,0,0,0,0,0,0,0,0,0,0
AT2G44330,1,0,0,3,4,1,1,0,0,1,0,1
AT2G44340,9,13,21,39,24,40,1,12,7,5,2,3
AT2G44350,2306,1254,1342,977,2008,1887,1536,1416,1339,796,1729,1196
AT2G44360,428,508,477,488,483,606,123,181,136,158,192,219
AT2G44370,78,47,75,136,202,221,80,134,382,31,197,27
AT2G44380,112,146,207,253,685,506,157,338,257,190,158,217
AT2G44390,0,5,5,3,9,4,1,3,1,2,2,2
AT2G44400,2,11,16,11,8,4,0,1,2,2,2,1
AT2G44410,1182,884,956,1477,1216,1859,380,440,390,345,608,655
AT2G44420,152,89,89,99,125,185,46,62,38,50,60,71
AT2G44430,766,518,559,568,839,821,251,297,219,322,486,531
AT2G44440,461,184,193,227,261,300,119,117,77,118,153,165
AT2G44450,986,212,322,511,440,721,319,442,294,184,255,329
AT2G44460,241,33,31,32,34,25,48,44,17,36,97,56
AT2G44470,5,6,7,7,22,7,1,0,0,4,6,6
AT2G44480,15,7,8,15,20,28,11,18,17,10,65,16
AT2G44490,2073,1727,1558,2416,2500,3031,1363,2230,2380,798,3253,1251
AT2G44500,1697,1354,1414,1745,2501,2705,931,1354,963,755,1360,1188
AT2G44510,164,85,86,74,96,135,50,45,28,30,56,55
AT2G44520,1339,779,773,613,856,978,481,402,330,284,534,494
AT2G44525,239,212,201,173,227,258,68,93,68,73,103,102
AT2G44530,858,524,539,591,679,805,322,321,296,292,420,478
AT2G44540,4,3,6,1.2,10.84,9,0,0,0,2,3,0
AT2G44550,0,3,3,5.8,6,1,0,0,0,0,0,2
AT2G44560,0,2,6,5,2.16,1,0,1,0,2,0,0
AT2G44570,345,116,83,115,140,154,76,62,50,45,38,60
AT2G44578,7,2,2,10,9,5,20,23,128,1,167,9
AT2G44580,157,55,54,61,39,49,25,32,12,23,16,21
AT2G44581,1,1,2,4,2,0,0,0,0,0,1,0
AT2G44590,0,3,3,1,1,4,1,1,0,2,0,3
AT2G44600,295,282,307,358,336,373,93,158,117,121,199,248
AT2G44610,2726,1315,1349,981,1756,2078,840,964,658,705,858,999
AT2G44620,951,540,521,349,665,698,246,325,227,243,253,354
AT2G44630,63,52,59,65,54,57,13,15,16,21,35,44
AT2G44640,1319,946,1003,638,1010,1097,306,230,168,214,179,279
AT2G44650,1097.9,815.68,861.45,489.71,709.17,760.27,255.44,199.56,164.81,211.89,191.9,272.43
AT2G44660,390.1,267.32,250.55,195.29,274.83,284.73,111.56,92.44,68.19,99.11,130.1,160.57
AT2G44670,458,754,617,269,889,543,275,429,332,258,342,448
AT2G44680,502,356,297,325,387,517,196,212,150,156,177,218
AT2G44690,36,21,26,13,22,26,9,11,12,8,13,16
AT2G44700,34,23,43,29,62,38,26,19,19,21,21,21
AT2G44710,779,434,508,671,702,734,335,264,207,233,396,416
AT2G44730,789,568,661,803,838,953,312,338,309,304,438,546
AT2G44735,18,3,7,7,9,6,1,3,2,0,2,5
AT2G44740,495,463,459,204,405,370,205,254,168,119,151,183
AT2G44745,8,2,1,6,4,7,0,2,0,0,1,0
AT2G44750,129,59,75,59,110,138,47,69,50,58,85,93
AT2G44760,796,457,475,383,369,497,180,214,123,163,165,180
AT2G44770,678,466,487,665,589,668,253,296,224,175,250,317
AT2G44790,3523,2654,3493,4076,5444,5811,3389,3995,6599,2359,14810,3028
AT2G44798,425,651,1213.08,602,202,883.64,38,62,28,30,38,53
AT2G44800,44,11,15,44,15,50,11,12,5,13,7,12
AT2G44810,1,7,4,12,13,4,0,0,0,1,1,0
AT2G44820,251,145,191,210,238,298,67,77,58,71,108,125
AT2G44830,336,229,231,223,292,322,85,114,66,141,167,202
AT2G44840,45,62,58,20,36,37,9,59,19,34,190,69
AT2G44850,100.24,76.19,61.4,103.76,98.91,135.07,33.22,62.2,34.09,47.1,60.41,55.34
AT2G44860,1117,546,600,785,677,1175,285,256,205,262,357,387
AT2G44870,1191,743,913,409,814,814,316,250,243,229,389,360
AT2G44880,40,31,42,48,55,48,19,7,6,18,28,27
AT2G44890,2,7,3,4,8,2,0,0,0,2,2,1
AT2G44900,686,407,421,563,604,659,311,238,221,233,362,378
AT2G44910,173,99,110,141,104,150,104,80,65,51,53,53
AT2G44920,671,546,497,266,444,454,180,164,93,100,120,129
AT2G44925,0,9,5,14,21,28,2,5,7,3,3,20
AT2G44930,1,7,10,12,7,4,2,2,0,2,5,5
AT2G44940,554,717,574,520,426,562,146,238,173,172,191,306
AT2G44950,836,453,452,817,636,928,336,338,242,275,370,434
AT2G44970,742,479,479,527,671,750,297,343,235,298,602,466
AT2G44980,307,149,159,276,196,326,93,113,75,101,139,155
AT2G44990,1,1,9,8,11,11,2,6,2,0,1,7
AT2G44993,540,521,649,889,849,881,190,141,120,274,291,394
AT2G44995,6.04,4.42,5.9,1.17,15.21,9.44,5.18,4.65,5.93,5.56,5.02,8.08
AT2G45000,1111,963,1188,1534,1460,1673,322,253,267,497,598,628
AT2G45010,545,276,310,263,432,394,249,251,223,145,277,267
AT2G45020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G45023,47,44,43,38,47,56,23,12,19,17,25,25
AT2G45030,1013.23,466.54,488.09,729.72,637.55,894.41,337.6,270,240,269.58,375.12,440
AT2G45040,32,17,26,28,41,43,22,37,46,15,42,35
AT2G45050,2663,1775,1786,2638,1987,3285,426,471,411,416,549,606
AT2G45060,477,240,256,323,270,380,154,148,118,118,149,174
AT2G45070,2782,1295,1366,962,1575,1683,834,873,679,656,1220,886
AT2G45080,53,32,38,19,26,23,15,10,15,12,11,19
AT2G45100,224,123,139,155,135,175,68,56,37,43,74,76
AT2G45110,0,1,3,1,0,0,0,1,0,0,0,0
AT2G45120,18,13,15,15,18,17,9,10,4,7,10,9
AT2G45130,42,8,2,4,4,4,3,2,1,3,12,6
AT2G45135,9,17,19,5,20,7,0,3,4,5,3,4
AT2G45140,931,531,551,584,944,989,512,634,426,356,630,599
AT2G45150,272,124,122,76,116,112,71,35,40,51,41,79
AT2G45160,876,731,773,661,1102,1077,344,371,312,340,418,493
AT2G45170,695,642,679,1061,1477,1787,646,591,537,399,759,652
AT2G45180,13340,18303,14210,4764,15667,15602,5888,8578,7326,3941,2872,5051
AT2G45190,1297,767,821,244,621,543,218,174,150,173,204,313
AT2G45200,566,328,314,332,340,505,156,192,115,151,163,198
AT2G45210,112,157,183,253,455,406,121,212,116,158,179,170
AT2G45220,1015,379,705,1431,831,1532,669,958,397,144,2162,222
AT2G45240,753.37,402,430,473.79,582,713.85,220,244.95,182,213,309.94,355
AT2G45243,2,3,2,0,3,0,0,1,1,1,0,1
AT2G45245,78.17,79.47,70.7,45.93,96.5,79.67,17.69,39.35,29.42,24.61,29.11,43.25
AT2G45250,864.5,525.76,518.25,389.55,602.55,714.9,269.77,226.85,159.82,223.8,271.45,310.95
AT2G45260,721.52,445.15,456.72,477.1,593.01,654.68,272.26,310.08,187.26,190.18,321.41,335.64
AT2G45270,420,261,281,130,224,227,122,87,70,65,89,127
AT2G45280,93,50,76,43,57,81,35,24,21,27,45,40
AT2G45290,3197,959,1134,1656,1318,2040,865,764,673,709,1206,1014
AT2G45300,1857,1088,1187,1461,1471,1783,635,767,816,581,2086,885
AT2G45310,930,635,561,464,567,541,335,330,232,289,351,449
AT2G45315,924,616,576,472,610,566,372,347,246,284,276,412
AT2G45320,99,43,52,52,64,95,34,38,26,33,45,44
AT2G45330,375,306,322,351,469,638,149,240,190,147,207,234
AT2G45340,692,413,482,204,410,412,149,134,115,194,147,277
AT2G45350,38,36,25,28,43,27,15,13,8,13,13,24
AT2G45360,48,17,12,27,21,29,5,7,8,15,21,26
AT2G45380,799.53,516.81,528.6,680.94,719.93,940.08,266.56,315.98,239.91,317.52,421.55,594.74
AT2G45390,0,0,0,0,0,0,0,0,0,0,0,0
AT2G45400,598,441,432,443,808,760,380,458,388,231,293,460
AT2G45403,2.05,3.14,2,4,1.09,0.72,0,0,2,1,0,0
AT2G45405,0,0,1,0,4,0,1,0,0,0,0,0
AT2G45406,1,0,0,0,1,0,0,0,0,0,0,0
AT2G45410,6,0,3,7,7,1,0,2,1,0,1,0
AT2G45420,31,24,47,58,63,63,25,63,79,28,40,40
AT2G45430,639,476,602,1006,1353,1304,367,603,335,489,497,806
AT2G45440,1280,694,713,655,696,916,307,259,224,300,429,463
AT2G45450,143,175,177,49,281,167,75,83,75,57,128,73
AT2G45460,453,162,182,324,235,320,103,114,74,106,117,165
AT2G45470,10586,8038,8682,4649,11888,10232,4188,5303,3418,4108,3115,4534
AT2G45480,183,47,66,69,65,80,52,57,26,24,26,55
AT2G45490,90,50,40,47,65,68,22,15,11,26,18,26
AT2G45500,201,117,110,168,189,221,88,96,73,79,142,157
AT2G45510,547,386,391,540,691,848,261,450,287,306,402,519
AT2G45520,469,276,302,332,369,430,168,130,122,143,201,223
AT2G45530,238,147,142,282,242,313,68,114,71,100,121,155
AT2G45540,7626.28,4000.25,4111.29,5034.42,5486.56,6440.68,2695.31,2476.45,1738.47,2163.24,2909.08,3275.61
AT2G45550,6,5,3,12,8,6,0,1,0,4,3,2
AT2G45560,216,254,234,185,258,277,84,53,51,56,62,131
AT2G45570,24,10,16,29,18,20,17,6,5,13,133,18
AT2G45580,2,6,14,11,12,6,2,0,0,1,3,1
AT2G45590,1718,940,928,1221,991,1242,273,297,272,408,377,707
AT2G45600,447,282,281,145,314,271,107,110,71,157,135,241
AT2G45610,9,7,7,15,8,11,0,1,3,2,4,4
AT2G45620,3053,1707,1833,5795,3162,5084,864,960,774,1465,1510,2021
AT2G45630,248,199,245,248,287,276,90,93,76,119,116,183
AT2G45640,885,516,539,520,499,748,208,182,149,163,251,271
AT2G45650,0,0,0,1,1,3,0,0,0,0,0,1
AT2G45660,10,11,13,22,18,28,0,6,4,15,7,21
AT2G45670,2641,1779,1799,2456,2565,3744,954,1236,927,1025,1290,1665
AT2G45680,589,364,396,406,492,531,164,210,142,241,267,333
AT2G45685,598,391,384,393,502,559,157,196,144,250,296,366
AT2G45690,205,120,101,117,122,178,53,76,47,46,73,94
AT2G45695,76,62,71,42,60,93,24,26,23,27,43,56
AT2G45700,776,443,487,444,546,623,240,244,187,208,273,334
AT2G45710,512,237,298,207,277,335,95,125,80,91,146,150
AT2G45720,294,219,218,304,368,406,136,288,151,172,190,311
AT2G45730,1113,638,671,768,592,905,262,249,176,166,163,246
AT2G45740,1315,733,744,694,798,941,283,227,166,210,256,296
AT2G45750,302,230,266,332,459,403,210,275,189,161,258,369
AT2G45760,1,6,8,9,16,7,4,1,17,4,162,13
AT2G45770,585,356,404,281,327,357,122,119,92,99,112,145
AT2G45780,5,5,12,11,10,4,1,2,0,1,4,4
AT2G45790,1494,984,913,823,1059,1315,435,509,333,319,433,477
AT2G45800,7,4,11,6,13,11,1,2,1,1,6,5
AT2G45810,1584,966,961,802,1357,1391,645,692,455,517,697,772
AT2G45820,1600,1971,1963,3123,4177,4025,817,1360,929,1367,1242,2404
AT2G45830,149,73,105,380,271,472,85,169,91,124,165,235
AT2G45840,7,8,13,19,13,8,5,3,5,0,7,7
AT2G45850,267,194,192,205,288,289,90,84,83,76,101,116
AT2G45860,150,121,127,72,123,104,26,26,22,51,53,64
AT2G45870,127,55,58,65,77,94,32,24,26,32,43,43
AT2G45880,512,304,327,455,392,449,119,147,121,167,219,240
AT2G45890,112,93,99,93,148,140,56,84,44,47,59,98
AT2G45900,240,96,130,47,49,64,16,26,11,33,28,54
AT2G45910,1045,487,542,1153,966,1424,485,490,369,441,748,776
AT2G45920,379,164,212,291,480,557,211,253,249,248,625,447
AT2G45930,7,10,5,2,25,12,7,2,3,4,13,14
AT2G45940,4,10,6,11,10,9,1,2,0,4,5,14
AT2G45950,441,265,270,308,327,447,142,120,94,110,137,176
AT2G45960,19348,17205,16874,12162,26351,24122,11326,16778,9720,9797,8229,15312
AT2G45970,2141,1384,1408,998,1288,1372,720,776,619,439,702,679
AT2G45980,1375,771,805,1685,1129,1833,421,502,378,460,646,765
AT2G45990,444,314,282,225,308,342,122,153,81,118,156,199
AT2G46000,531,254,320,293,288,412,174,166,116,107,139,183
AT2G46020,4250,2417,2565,3776,4019,4533,1500,1513,1085,1562,2287,2431
AT2G46030,357,360,363,256,534,546,180,233,158,127,209,254
AT2G46040,206,121,129,175,140,174,47,52,43,63,62,90
AT2G46050,17,11,16,21,24,17,4,4,2,8,10,12
AT2G46060,391,264,274,241,353,376,155,202,131,143,222,215
AT2G46070,82,60,76,84,87,120,15,11,18,30,43,55
AT2G46080,774,468,478,852,600,1055,228,292,188,210,455,405
AT2G46090,419,265,242,163,218,238,116,99,65,82,110,127
AT2G46100,133,110,114,145,136,207,56,66,49,77,58,102
AT2G46110,160,80,76,37,55,67,19,18,20,23,24,36
AT2G46120,0,0,0,0,0,0,0,0,0,0,0,0
AT2G46130,0,1,0,0,3,1,0,0,1,0,1,1
AT2G46140,752,310,330,321,421,449,238,181,137,168,444,224
AT2G46150,63,62,73,30,112,94,54,71,46,60,99,80
AT2G46160,243,159,173,116,156,170,50,85,60,50,111,107
